argument,topic
"η χρήση παιδιών ηθοποιών δεν πρέπει να απαγορευτεί, επειδή υπάρχουν πολλοί ηθοποιοί για παιδιά που διαφορετικά δεν θα απεικονίζονταν με ακρίβεια",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"η χρήση παιδιών ηθοποιών δεν θα πρέπει να απαγορεύεται, εκτός αν είναι θύματα εκμετάλλευσης και κακοποίησης.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"η χρήση παιδιών ηθοποιών δεν πρέπει να απαγορευτεί, επειδή μπορεί να τα βοηθήσει να μεγαλώσουν και να γίνουν ενήλικες με καλή εργασιακή ηθική",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"υπάρχουν αρκετοί κανόνες και πολιτικές για την προστασία των παιδιών ηθοποιών, καθιστώντας το επάγγελμα ασφαλές",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
υπάρχουν πολλές προστασίες διαθέσιμες για τους ανήλικους ηθοποιούς για να τους επιτρέψουν να εργαστούν και να είναι ασφαλείς,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
υπάρχουν περισσότεροι φρουροί από ποτέ στη βιομηχανία του Χόλιγουντ για να κρατήσουν τα παιδιά ασφαλή ενώ ενεργούν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν υπάρχει λογικός λόγος να απαγορεύεται η χρήση παιδιών ηθοποιών, έχουν προστασία ώστε να μην υπερφορτώνονται.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τους δίνεται μια θαυμάσια ευκαιρία να παρέχουν τον δικό τους πλούτο για όταν είναι ενήλικες, καθώς και την ευκαιρία να έχουν πολύτιμη εμπειρία ζωής στην υποκριτική.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
για να πούμε μια ιστορία στο θέατρο ή στον κινηματογράφο χρειαζόμαστε παιδιά ηθοποιούς. χωρίς αυτούς οι ιστορίες θα μπορούσαν να αφορούν μόνο τους ενήλικες. οι ιστορίες που μας έχουν διασκεδάσει από την Λάσσι μέχρι τη Μαίρη Πόππινς δεν θα υπήρχαν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Η τηλεόραση και το θέατρο θα έχουν πάντα ανάγκη από παιδιά ηθοποιούς, αρκεί να μην παρεμποδίζουν την εκπαίδευσή τους ή να μην τους επιβάλλουν υπερβολικές απαιτήσεις, τότε δεν θα πρέπει να υπάρχει πρόβλημα.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι τηλεοπτικές εκπομπές και οι ταινίες χρειάζονται παιδιά ηθοποιούς για να πουν ιστορίες.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
η χρήση παιδιών ηθοποιών μας δίνει πολλές σπουδαίες σειρές που δεν θα είχαμε αν δεν υπήρχαν παιδιά ηθοποιοί,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Δεν μπορούμε να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί αυτά τα ταλαντούχα παιδιά έχουν το δικαίωμα να παίζουν και να κερδίζουν χρήματα.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν πρέπει να απαγορεύεται η χρήση παιδιών ηθοποιών γιατί αντίκειται στο δικαίωμα στην εργασία.Τα παιδιά υπό την επίβλεψη των γονέων τους μπορούν να αναπτύξουν το καλλιτεχνικό τους ταλέντο χωρίς να επηρεάζεται η προσωπική τους ανάπτυξη.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν θα έπρεπε να απαγορεύσουμε τους ανήλικους ηθοποιούς γιατί θα φαινόταν περίεργο αν ένας 40χρονος ηθοποιός έπαιζε ένα παιδί σε μια ταινία.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, καθώς αυτό θα μπορούσε να προκαλέσει τεράστιες απώλειες θέσεων εργασίας στη βιομηχανία ψυχαγωγίας.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, καθώς πολλοί είναι ταλαντούχοι ηθοποιοί που απολαμβάνουν να παίζουν και μπορούν να το χρησιμοποιήσουν αυτό ως εφαλτήριο για μια ενήλικη καριέρα.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, καθώς οι γονείς έχουν το δικαίωμα να καθορίζουν αν το παιδί τους είναι σε θέση να ενεργήσει με επιτυχία σε μια ιδιότητα που δεν τους βλάπτει.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, επειδή τα παιδιά πολλές φορές είναι μέρος ενός τηλεοπτικού ή κινηματογραφικού σεναρίου.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί ακόμα και από μικρή ηλικία, κάποιοι άνθρωποι γνωρίζουν ότι η ηθοποιία είναι μια καριέρα που νόμιμα θέλουν να ακολουθήσουν.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί τα εκθέτει στην τέχνη, τον πολιτισμό και τις νέες ιδέες.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί θα ήταν τρομερά παράξενο να παρακολουθούμε προγράμματα και να μην βλέπουμε ποτέ ένα παιδί, καθώς αυτό δεν είναι πραγματική ζωή.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν θα πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, επειδή η βιομηχανία ψυχαγωγίας δεν θα είναι πλέον σε θέση να παράγει πολλές δημοφιλείς εκπομπές με αποτέλεσμα την αύξηση της ανεργίας.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί τότε οι ταινίες και οι σειρές δεν θα έχουν παιδιά σε αυτές,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί τότε καμία ταινία δεν θα έχει παιδιά σε αυτήν,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν θα έπρεπε να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί δεν θα είχαμε τις εκπομπές και τις ταινίες που είναι διαφορετικά διαθέσιμες.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, δεδομένου ότι εποπτεύονται καλά και η βιομηχανία ρυθμίζεται για την προστασία τους.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, καθώς αυτό τους δίνει δεξιότητες και τους διδάσκει πώς να ακούν τις οδηγίες",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών, επειδή είναι ένας τρόπος για τα παιδιά να βρουν μια καριέρα νωρίς στη ζωή τους",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών γιατί αυτό επιτρέπει στα παιδιά να ακολουθήσουν το όνειρό τους να γίνουν ηθοποιοί από νωρίς και μπορεί να οδηγήσει σε πρόωρη συνταξιοδότηση,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Δεν πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών. Νομίζω ότι αυτός ο ρόλος μπορεί να είναι καλός για τα παιδιά, ανοίγει πόρτες σταδιοδρομίας, και ποιος θα καλύψει όλους τους ρόλους που χρειάζονται ένα παιδί όχι έναν ενήλικα..",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
ποιος ή τι θα χρησιμοποιούσαν αντί για ένα παιδί ηθοποιό; εφόσον το παιδί εργάζεται κανονικές ώρες και εξακολουθεί να πηγαίνει στο σχολείο ποιο είναι το πρόβλημα;,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"με το κατάλληλο σύστημα υποστήριξης και τους σκύλους φρουράς, μπορούμε να παρέχουμε τα υγιή περιβάλλοντα για τους παιδικούς ηθοποιούς.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
χωρίς παιδιά ηθοποιούς δεν θα υπάρχουν χαρακτήρες για τα πραγματικά παιδιά να σχετίζονται με,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
χωρίς παιδιά ηθοποιούς δεν θα υπήρχαν ταινίες με τις οποίες τα παιδιά μπορούν να ταυτιστούν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"χωρίς παιδιά ηθοποιούς, ένας σημαντικός αριθμός ταινιών και τηλεοπτικών σειρών απλά δεν θα μπορούσε να γίνει και τα δίκτυα θα αγωνίζονταν να γεμίσουν τις θέσεις τους",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Χωρίς παιδιά ηθοποιούς, θα υπάρχουν λιγότερες ταινίες και τηλεοπτικές εκπομπές για τα παιδιά να απολαύσουν. ταλαντούχοι παιδιά δεν μπορεί να αναπτύξει μια αγάπη για την υποκριτική, αν δεν μπορούν ποτέ να το ακολουθήσουν σε νεαρή ηλικία.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
η υποκριτική είναι ένα εξαντλητικό επάγγελμα και στερεί τα παιδιά από την παιδική τους ηλικία,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Η ηθοποιία είναι πολύ δύσκολη, ασκεί τεράστια πίεση στα παιδιά και πολλά καταλήγουν να κακοποιούνται ή να χρησιμοποιούν ναρκωτικά για να ξεφύγουν από την πίεση.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Η δράση ασκεί μεγάλη πίεση στα παιδιά και είναι πολύ μικρά για να το χειριστούν,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Η δράση αφαιρεί την ευκαιρία από ένα παιδί να είναι σε θέση να ζήσει τη ζωή του σαν ένα φυσιολογικό παιδί,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
η υποκριτική απομακρύνει τα παιδιά από την εκπαίδευσή τους και τις φυσιολογικές παιδικές τους δραστηριότητες,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"επειδή τα παιδιά μπαίνουν στην υποκριτική σε πολύ μικρή ηλικία δεν είναι σε θέση να πάρουν αυτή την απόφαση για τον εαυτό τους, δεν είναι πάντα κάτι που θέλουν να κάνουν, αλλά αυτό που οι γονείς θέλουν να κάνουν.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"γιατί πολλά παιδιά ηθοποιοί καταλήγουν ψυχολογικά κατεστραμμένα και παραμελημένα, καταστρέφοντας το υπόλοιπο της ζωής τους",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί πολύ συχνά τραυματίζονται ή κακοποιούνται, οπότε η χρήση τους θα πρέπει να απαγορευτεί.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί κινδυνεύουν από κακοποίηση ψυχικά και σεξουαλικά, η οποία θα καταστρέψει την ανάπτυξή τους στη ζωή",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"τα παιδιά ηθοποιοί γίνονται αντικείμενο εκμετάλλευσης τόσο από τους γονείς όσο και από τη βιομηχανία βίντεο, τα παιδιά πρέπει να σπουδάζουν και να μεγαλώνουν χωρίς να εργάζονται",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί γίνονται αντικείμενο εκμετάλλευσης από ενήλικες και θα πρέπει να απαγορευτούν,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί εκτίθενται σε πάρα πολλές καταστάσεις ενηλίκων και εκτίθενται σε πολλές επιβλαβείς συμπεριφορές στον κόσμο της υποκριτικής, επομένως τα παιδιά ηθοποιοί θα πρέπει να απαγορευτούν.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί εκτίθενται σε πάρα πολύ κόσμο των ενηλίκων και διατρέχουν μεγαλύτερο κίνδυνο να εκτεθούν σε ναρκωτικά και ποτά.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι παιδικοί ηθοποιοί έρχονται αντιμέτωποι με ρόλους που δεν επιθυμούν να παίξουν, ενώ οι γονείς τους αποκομίζουν τα κέρδη.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί αναγκάζονται να μεγαλώσουν πολύ γρήγορα, ρίχνονται σε έναν κόσμο ναρκωτικών και σεξ σε μικρή ηλικία, τα παιδιά θα έπρεπε να είναι μακριά από όλα αυτά μέχρι το Χόλιγουντ να είναι ασφαλές για αυτά.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί δεν είναι σε θέση να λάβουν τις δικές τους αποφάσεις και τοποθετούνται σε καταστάσεις που δεν καταλαβαίνουν για το οικονομικό όφελος των άλλων και θα πρέπει να απαγορευτούν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί δεν είναι αρκετά ώριμα για να χειριστούν τις πιέσεις του θεάματος.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι ανήλικοι ηθοποιοί είναι διαβόητοι για το ότι έχουν φροντιστεί από τη βιομηχανία και έχουν κακοποιηθεί.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί συχνά γίνονται αντικείμενο εκμετάλλευσης από την κινηματογραφική βιομηχανία και δεν θα πρέπει να χρησιμοποιούνται,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί συχνά γίνονται αντικείμενο εκμετάλλευσης από την κινηματογραφική βιομηχανία ή τους ίδιους τους γονείς τους.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί συχνά αναγκάζονται να μεγαλώσουν πολύ γρήγορα με τρόπο που καθυστερεί μόνιμα την ανάπτυξή τους.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί συχνά αναγκάζονται να μεγαλώσουν πολύ γρήγορα και να χάσουν την παραδοσιακή παιδική ηλικία.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί συχνά πιέζονται σε αυτό από τους γονείς τους που παίρνουν τα χρήματά τους.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί τοποθετούνται σε κατάσταση ευάλωτη σε αρπακτικά ζώα, χάνουν ευκαιρίες εκπαίδευσης καθώς και τη δυνατότητα να σχηματίσουν κοινωνικούς δεσμούς στον καθημερινό κόσμο.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
οι παιδικοί ηθοποιοί κάνουν πραγματικά εργασία και η παιδική εργασία είναι ενάντια στο νόμο.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί στερούνται την παιδική τους ηλικία και μπορεί να αντιμετωπίσουν μεγάλη συναισθηματική αναταραχή ως ενήλικες από το να χάσουν αυτό το σημαντικό βήμα στην παιδική ηλικία.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί υφίστανται υπερβολική πίεση και δεν μπορούν να ζήσουν μια φυσιολογική ζωή παίζοντας με τους φίλους τους και πηγαίνοντας στο σχολείο.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι ανήλικοι ηθοποιοί πολύ συχνά γίνονται αντικείμενο εκμετάλλευσης και κακοποίησης με τον ένα ή τον άλλο τρόπο, δημιουργώντας πάρα πολλά προβλήματα στους ενήλικες ή πρόωρους θανάτους και ως εκ τούτου, θα πρέπει να προσπαθήσουμε να εξαλείψουμε τη χρήση τους.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί αντιμετωπίζονται σαν ενήλικες και χάνουν τη διαδικασία της κοινωνικής και συναισθηματικής ωριμότητας που τα παιδιά χρειάζονται για να γίνουν υγιείς ενήλικες.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά ηθοποιοί αντιμετωπίζονται άσχημα στη βιομηχανία.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι παιδικοί ηθοποιοί δουλεύουν πάρα πολλές ώρες, και αυτό θα μπορούσε να τους κοστίσει σωματικά, συναισθηματικά και στο σχολείο.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί ενηλικιώνονται πολύ γρήγορα και δεν θα πρέπει να τους επιτρέπεται να ενεργούν μέχρι να γίνουν ενήλικες,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά ηθοποιοί μπορεί να είναι υπερβολικά απασχολημένα και να χάσουν την εκπαίδευσή τους.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι παιδικοί ηθοποιοί μπορεί να είναι υπερβολικά απασχολημένοι και να χάσουν την εκπαίδευσή τους, κάτι που μπορεί να οδηγήσει σε δυσκολίες αργότερα στη ζωή τους, αν δεν αποφοιτήσουν από το σχολείο με οποιοδήποτε προσόν.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά ηθοποιοί μπορούν εύκολα να γίνουν αντικείμενο εκμετάλλευσης και κακοποίησης.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"τα παιδιά ηθοποιοί δεν λαμβάνουν την κατάλληλη εκπαίδευση και ως εκ τούτου, η χρήση παιδιών ηθοποιών θα πρέπει να απαγορευτεί",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά ηθοποιοί δεν έχουν πραγματική παιδική ηλικία.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι παιδικοί ηθοποιοί δεν έχουν την ευκαιρία να ζήσουν μια κανονική ζωή νεαρών ατόμων και να βιώσουν το παιδικό παιχνίδι, την εκπαίδευση και την κοινωνική αλληλεπίδραση, γι’ αυτό θα πρέπει να απαγορευτούν",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"τα παιδιά ηθοποιοί δεν έχουν μια φυσιολογική ανατροφή ή εκπαίδευση λόγω της φύσης της δουλειάς τους που τα πηγαίνει μακριά και ευρέως για να εργαστούν, γεγονός που είναι επιζήμιο για την ευημερία τους.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί γίνονται αντικείμενο εκμετάλλευσης στο Χόλιγουντ και αυτή η απαγόρευση θα το σταματήσει αυτό.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
οι παιδικοί ηθοποιοί χάνουν την αίσθηση της σωστής παιδικής ηλικίας.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί χάνουν την παιδική τους ηλικία δουλεύοντας σε τόσο μικρή ηλικία, μεγαλώνοντας σε ένα αγχωτικό, τοξικό περιβάλλον, αντί για μια στοργική οικογένεια.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά ηθοποιοί χάνουν την κοινωνικοποίηση με τα παιδιά της ηλικίας τους και μένουν πίσω στο σχολείο,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί συχνά γίνονται κακώς προσαρμοσμένοι ενήλικες και συχνά πέφτουν σε κατάχρηση ουσιών,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Οι παιδικοί ηθοποιοί συχνά δεν μπορούν να αντεπεξέλθουν στη φήμη που τους επιβάλλεται και οι ενήλικες πρέπει να παίζουν παιδικούς ρόλους,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι ανήλικοι ηθοποιοί θα πρέπει να απαγορευτούν, καθώς δεν τους δίνεται η ευκαιρία να ζήσουν μια φυσιολογική ζωή",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί πρέπει να απαγορευτούν, καθώς χάνουν την ευκαιρία να μεγαλώσουν σωστά σε ένα σταθερό οικογενειακό περιβάλλον και να πάρουν επαρκή εκπαίδευση.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Οι παιδικοί ηθοποιοί πρέπει να απαγορευτούν, επειδή τα παιδιά συχνά γίνονται αντικείμενο εκμετάλλευσης για τους ρόλους τους και επειδή καταλήγουν να έχουν περισσότερα χρήματα από όσα ξέρουν να χρησιμοποιήσουν και συχνά τα σπαταλούν σε ναρκωτικά και άλλα κακά.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"δεν πρέπει να χρησιμοποιούνται παιδιά ηθοποιοί, επειδή εισάγονται σε έναν κόσμο ενηλίκων που μπορεί να προκαλέσει διαφθορά και εθισμό.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά ηθοποιοί πολύ συχνά μεγαλώνουν και γίνονται πολύ προβληματικοί ενήλικες. Αυτό είναι άδικο γι' αυτά και ως εκ τούτου, θα πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά γίνονται αντικείμενο εκμετάλλευσης από τους γονείς τους και τους δημιουργούς περιεχομένου για χρήματα,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά είναι πολύ εύκολο να γίνουν αντικείμενο εκμετάλλευσης και μερικές φορές καταλήγουν να είναι πολύ πρόωρα σε νεαρή ηλικία λόγω της φήμης και όλων όσων αυτή φέρνει.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά είναι αφελή και συχνά χειραγωγούνται ή δεν τους δίνεται δίκαιη αποζημίωση,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά συχνά χρησιμοποιούνται από τους γονείς τους για να βγάλουν χρήματα μόνο και μόνο επειδή έχουν μια φυσική ικανότητα να ενεργούν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά εκμεταλλεύονται από ενήλικες που ενδιαφέρονται μόνο για το να βγάλουν λεφτά,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά είναι ευάλωτα στην εκμετάλλευση από άπληστες εταιρείες ψυχαγωγίας και δεν προστατεύονται από τους κινδύνους της βιομηχανίας, οπότε θα πρέπει να απαγορεύσουμε τους ανήλικους ηθοποιούς.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά δεν έχουν επαρκή αυτονομία για να λαμβάνουν αποφάσεις σχετικά με τη σταδιοδρομία τους, θα πρέπει να προστατεύονται από την υπερβολική καθοδήγηση των γονέων τους και, ως εκ τούτου, θα πρέπει να απαγορεύεται η χρήση παιδιών ηθοποιών.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά δεν έχουν το επίπεδο ωριμότητας να αποφασίσουν αν μια ζωή στον τομέα της ψυχαγωγίας είναι κάτι που θέλουν, αυτό πιέζεται από τους γονείς τους, ενώ το παιδί δεν είναι πιθανώς προετοιμασμένο για αυτή τη ζωή.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά στον κινηματογράφο και την τηλεόραση εκμεταλλεύονται τακτικά και κακοποιούνται από ματαιόδοξους και εγωιστές παραγωγούς που δεν έχουν καμία συνεχή ανησυχία για την ευημερία των νέων τους υπαλλήλων και έτσι δεν θα πρέπει να χρησιμοποιούνται,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά πρέπει να ζουν την παιδική τους ηλικία ελεύθερα. πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών για να αποφύγουμε πιθανές ψυχολογικές βλάβες στα παιδιά,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"τα παιδιά πρέπει να είναι στο σχολείο και με τις οικογένειές τους, να μην εργάζονται",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά συχνά δεν μπορούν να αντέξουν τη φήμη και έχουν προβλήματα με την ανάπτυξη, συμπεριλαμβανομένης της χρήσης ναρκωτικών",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά θα πρέπει να μπορούν να ζήσουν μια φυσιολογική παιδική ηλικία αντί να χάνουν πολλά πράγματα.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά πρέπει να έχουν τη δυνατότητα να μεγαλώνουν με το δικό τους ρυθμό, τα παιδιά ηθοποιοί έχουν μια ανώμαλη ανατροφή και εκτίθενται σε πράγματα σε νεαρή ηλικία που καθιστά δύσκολο για αυτούς να ζήσουν μια φυσιολογική ζωή.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"Τα παιδιά πρέπει να είναι ελεύθερα να διασκεδάζουν και να απολαμβάνουν τη ζωή, όχι να δουλεύουν σε καταστάσεις πίεσης για να προσληφθούν, οπότε θα πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών.",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
"τα παιδιά θα έπρεπε να μαθαίνουν και να παίζουν, όχι να δουλεύουν",Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά θα έπρεπε να μεγαλώνουν πηγαίνοντας στο σχολείο με τους συνομηλίκους τους και παίζοντας με τους φίλους της γειτονιάς.Τα παιδιά ηθοποιοί βγαίνουν από αυτό το περιβάλλον και δουλεύουν σε ένα ενήλικο περιβάλλον.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
Τα παιδιά δεν πρέπει να αναγκάζονται να δουλεύουν επειδή οι γονείς θέλουν να επωφεληθούν από αυτά.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
τα παιδιά δεν θα έπρεπε να δουλεύουν καθόλου - θα έπρεπε να παίζουν και να μαθαίνουν.,Πρέπει να απαγορεύσουμε τη χρήση παιδιών ηθοποιών
